First Year Degree Engineering - First Round - Closing Rank - Institute Wise (A.Y. 2024-25),,,,,,,
,,,,,,,
Inst_Name,Course_name,Alloted_Cat,Quota,Institute Type,First Rank,Last Rank,
ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,COMPUTER SCIENCE & ENGINEERING - M.TECH INTEGRATED - TFWS,TFWs,GUJCET-Based,Self-Finance,10543.00,20732.00,
ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,COMPUTER SCIENCE & ENGINEERING (CYBER SECURITY) - TFWS,TFWs,GUJCET-Based,Self-Finance,11396.00,12350.00,
ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,12733.00,37926.00,
ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),GEN,GUJCET-Based,Self-Finance,16693.00,29572.50,
ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,COMPUTER ENGINEERING (SOFTWARE ENGINEERING),GEN,GUJCET-Based,Self-Finance,18283.00,38849.00,
ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,COMPUTER SCIENCE & ENGINEERING - M.TECH INTEGRATED,GEN,GUJCET-Based,Self-Finance,21182.00,37396.00,
ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,COMPUTER SCIENCE & ENGINEERING (CYBER SECURITY),GEN,GUJCET-Based,Self-Finance,23592.00,38720.00,
ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,COMPUTER SCIENCE & ENGINEERING (CLOUD COMPUTING),GEN,GUJCET-Based,Self-Finance,29891.00,38888.00,
ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),SEBC,GUJCET-Based,Self-Finance,30879.00,38533.00,
ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),EWS,GUJCET-Based,Self-Finance,31252.00,33975.00,
ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,COMPUTER ENGINEERING,SEBC,GUJCET-Based,Self-Finance,38267.00,38267.00,
ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,COMPUTER ENGINEERING,EWS,GUJCET-Based,Self-Finance,38886.00,38886.00,
"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING AND TECHNOLOGY, RAJKOT",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,3660.00,38329.00,
"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING AND TECHNOLOGY, RAJKOT",COMPUTER ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,5990.00,7921.00,
"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING AND TECHNOLOGY, RAJKOT",COMPUTER SCIENCE & ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,6859.00,8110.00,
"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING AND TECHNOLOGY, RAJKOT",INFORMATION TECHNOLOGY - TFWS,TFWs,GUJCET-Based,Self-Finance,8545.00,8793.00,
"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING AND TECHNOLOGY, RAJKOT",INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,9983.00,38264.00,
"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING AND TECHNOLOGY, RAJKOT",COMPUTER SCIENCE & ENGINEERING,GEN,GUJCET-Based,Self-Finance,10473.00,27883.00,
"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING AND TECHNOLOGY, RAJKOT",MECHANICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,18583.00,33488.00,
"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING AND TECHNOLOGY, RAJKOT",CIVIL ENGINEERING,GEN,GUJCET-Based,Self-Finance,21204.00,37388.00,
"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING AND TECHNOLOGY, RAJKOT",ELECTRICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,23602.00,32130.00,
"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING AND TECHNOLOGY, RAJKOT",COMPUTER SCIENCE & ENGINEERING,EWS,GUJCET-Based,Self-Finance,27934.00,31576.00,
"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING AND TECHNOLOGY, RAJKOT",COMPUTER SCIENCE & ENGINEERING,SEBC,GUJCET-Based,Self-Finance,29555.00,35592.00,
"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING AND TECHNOLOGY, RAJKOT",COMPUTER SCIENCE & ENGINEERING,SC,GUJCET-Based,Self-Finance,33309.00,37392.00,
"B.H.GARDI COLLEGE OF ENGG. & TECHNOLOGY , RAJKOT",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,8692.00,38347.00,
"B.H.GARDI COLLEGE OF ENGG. & TECHNOLOGY , RAJKOT",COMPUTER SCIENCE & ENGINEERING,GEN,GUJCET-Based,Self-Finance,10225.00,37061.00,
"B.H.GARDI COLLEGE OF ENGG. & TECHNOLOGY , RAJKOT",INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,32662.00,36806.00,
"BHAGWAN ARIHANT INSTITUTE OF TECH., SURAT",PHARMACEUTICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,1731.00,14342.00,
"BHAGWAN ARIHANT INSTITUTE OF TECH., SURAT",AERONAUTICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,11333.00,36264.00,
"BHAGWAN ARIHANT INSTITUTE OF TECH., SURAT",PHARMACEUTICAL ENGINEERING,SEBC,GUJCET-Based,Self-Finance,14394.00,27020.00,
"BHAGWAN ARIHANT INSTITUTE OF TECH., SURAT",PHARMACEUTICAL ENGINEERING,EWS,GUJCET-Based,Self-Finance,14601.00,18167.00,
"BHAGWAN ARIHANT INSTITUTE OF TECH., SURAT",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,15805.00,38526.00,
"BHAGWAN ARIHANT INSTITUTE OF TECH., SURAT",INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,19728.00,38298.00,
"BHAGWAN ARIHANT INSTITUTE OF TECH., SURAT",ROBOTICS AND AUTOMATION,GEN,GUJCET-Based,Self-Finance,20675.00,35076.00,
"BHAGWAN ARIHANT INSTITUTE OF TECH., SURAT",PHARMACEUTICAL ENGINEERING,SC,GUJCET-Based,Self-Finance,22604.00,22604.00,
"BHAGWAN ARIHANT INSTITUTE OF TECH., SURAT",NANO TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,26117.00,26117.00,
"BHAGWAN ARIHANT INSTITUTE OF TECH., SURAT",CHEMICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,28284.00,37502.00,
"BHAGWAN ARIHANT INSTITUTE OF TECH., SURAT",PHARMACEUTICAL ENGINEERING,ST,GUJCET-Based,Self-Finance,34727.00,35952.00,
"BHAGWAN ARIHANT INSTITUTE OF TECH., SURAT",ENVIRONMENT ENGINEERING,GEN,GUJCET-Based,Self-Finance,35824.00,35824.00,
"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,2151.00,38788.00,
"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",COMPUTER ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,6000.00,13306.00,
"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",ELECTRONICS ENGINEERING,GEN,GUJCET-Based,Self-Finance,10734.00,10734.00,
"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",ELECTRONICS & COMMUNICATION ENGINEERING,GEN,GUJCET-Based,Self-Finance,17525.00,35949.00,
"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",AUTOMOBILE ENGINEERING,GEN,GUJCET-Based,Self-Finance,17700.00,30758.00,
"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",CIVIL ENGINEERING,GEN,GUJCET-Based,Self-Finance,30909.00,30909.00,
"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",MECHANICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,33114.00,36937.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",COMPUTER ENGINEERING - TFWS,TFWs,GUJCET-Based,Govt/GIA,344.00,528.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",COMPUTER ENGINEERING,GEN,GUJCET-Based,Govt/GIA,429.00,1050.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",MECHANICAL ENGINEERING,GEN,GUJCET-Based,Govt/GIA,864.00,10328.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",COMPUTER ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,1061.00,1697.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",COMPUTER ENGINEERING,EWS,GUJCET-Based,Govt/GIA,1109.00,1167.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",COMPUTER ENGINEERING,SC,GUJCET-Based,Govt/GIA,2050.00,4332.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",ELECTRONICS ENGINEERING,GEN,GUJCET-Based,Govt/GIA,2052.00,6566.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",ELECTRICAL ENGINEERING,GEN,GUJCET-Based,Govt/GIA,2365.00,9903.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",ELECTRICAL ENGINEERING - TFWS,TFWs,GUJCET-Based,Govt/GIA,2710.00,7173.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",ELECTRONICS ENGINEERING-TFWS,TFWs,GUJCET-Based,Govt/GIA,2834.00,3373.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",COMPUTER ENGINEERING,ST,GUJCET-Based,Govt/GIA,4640.00,17094.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",MECHANICAL ENGINEERING - TFWS,TFWs,GUJCET-Based,Govt/GIA,4654.00,6285.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",CIVIL ENGINEERING,GEN,GUJCET-Based,Govt/GIA,6199.00,18894.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",ELECTRONICS ENGINEERING,EWS,GUJCET-Based,Govt/GIA,6636.00,7761.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",CIVIL ENGINEERING - TFWS,TFWs,GUJCET-Based,Govt/GIA,6965.00,9455.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",ELECTRONICS ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,7015.00,12946.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",COMPUTER ENGINEERING,ESM,GUJCET-Based,Govt/GIA,7403.00,7403.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",ELECTRICAL ENGINEERING,EWS,GUJCET-Based,Govt/GIA,9965.00,12097.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",MECHANICAL ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,10385.00,13750.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",MECHANICAL ENGINEERING,EWS,GUJCET-Based,Govt/GIA,10425.00,11385.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",ELECTRICAL ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,10589.00,14465.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",ELECTRICAL ENGINEERING,SC,GUJCET-Based,Govt/GIA,11010.00,23821.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",MECHANICAL ENGINEERING,ESM,GUJCET-Based,Govt/GIA,12392.00,12392.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",PRODUCTION ENGINEERING,GEN,GUJCET-Based,Govt/GIA,13442.00,34678.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",ELECTRICAL ENGINEERING,ST,GUJCET-Based,Govt/GIA,14809.00,38030.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",ELECTRONICS ENGINEERING,SC,GUJCET-Based,Govt/GIA,16827.00,24586.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",MECHANICAL ENGINEERING,SC,GUJCET-Based,Govt/GIA,18640.00,26913.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",CIVIL ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,19024.00,23786.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",CIVIL ENGINEERING,EWS,GUJCET-Based,Govt/GIA,19173.00,21191.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",CIVIL ENGINEERING,ST,GUJCET-Based,Govt/GIA,19261.00,35176.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",CIVIL ENGINEERING,SC,GUJCET-Based,Govt/GIA,22264.00,32262.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",ELECTRONICS ENGINEERING,ESM,GUJCET-Based,Govt/GIA,24468.00,24468.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",ELECTRICAL ENGINEERING,ESM,GUJCET-Based,Govt/GIA,30747.00,30747.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",MECHANICAL ENGINEERING,ST,GUJCET-Based,Govt/GIA,30887.00,38760.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",PRODUCTION ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,34720.00,36259.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",PRODUCTION ENGINEERING,EWS,GUJCET-Based,Govt/GIA,34978.00,38891.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",CIVIL ENGINEERING,ESM,GUJCET-Based,Govt/GIA,36399.00,36399.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",ELECTRONICS ENGINEERING,ST,GUJCET-Based,Govt/GIA,38625.00,38625.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",COMPUTER ENGINEERING,GEN,JEE-Based,Govt/GIA,900052.00,900052.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",COMPUTER ENGINEERING - TFWS,TFWs,JEE-Based,Govt/GIA,900070.00,900070.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",COMPUTER ENGINEERING,EWS,JEE-Based,Govt/GIA,900081.00,900081.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",COMPUTER ENGINEERING,SEBC,JEE-Based,Govt/GIA,900290.00,900290.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",ELECTRONICS ENGINEERING,GEN,JEE-Based,Govt/GIA,900542.00,900555.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",ELECTRICAL ENGINEERING,GEN,JEE-Based,Govt/GIA,900678.00,900678.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",MECHANICAL ENGINEERING,GEN,JEE-Based,Govt/GIA,900810.00,901992.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",ELECTRONICS ENGINEERING,SEBC,JEE-Based,Govt/GIA,901277.00,901277.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",ELECTRICAL ENGINEERING,EWS,JEE-Based,Govt/GIA,901547.00,901547.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",CIVIL ENGINEERING,GEN,JEE-Based,Govt/GIA,902714.00,902781.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",MECHANICAL ENGINEERING,SEBC,JEE-Based,Govt/GIA,902746.00,903523.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",ELECTRONICS ENGINEERING,SC,JEE-Based,Govt/GIA,902909.00,902909.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",PRODUCTION ENGINEERING,GEN,JEE-Based,Govt/GIA,903065.00,903065.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",COMPUTER ENGINEERING,ST,JEE-Based,Govt/GIA,905069.00,905069.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",ELECTRICAL ENGINEERING,SEBC,JEE-Based,Govt/GIA,906044.00,906044.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",CIVIL ENGINEERING,SEBC,JEE-Based,Govt/GIA,906486.00,909953.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",CIVIL ENGINEERING,ST,JEE-Based,Govt/GIA,911318.00,911318.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",CIVIL ENGINEERING,SC,JEE-Based,Govt/GIA,914549.00,914549.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",PRODUCTION ENGINEERING,SEBC,JEE-Based,Govt/GIA,921755.00,921755.00,
"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",MECHANICAL ENGINEERING,ST,JEE-Based,Govt/GIA,925493.00,925493.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",COMPUTER ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,534.00,828.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,885.00,1743.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",INFORMATION TECHNOLOGY - TFWS,TFWs,GUJCET-Based,Self-Finance,1088.00,1206.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,1540.00,2123.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",COMPUTER ENGINEERING,EWS,GUJCET-Based,Self-Finance,1745.00,1824.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",COMPUTER ENGINEERING,SEBC,GUJCET-Based,Self-Finance,1835.00,2792.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",INFORMATION TECHNOLOGY,EWS,GUJCET-Based,Self-Finance,2153.00,2197.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",ELECTRONICS & COMMUNICATION ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,2756.00,3053.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",INFORMATION TECHNOLOGY,SEBC,GUJCET-Based,Self-Finance,2812.00,3635.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",ELECTRONICS & COMMUNICATION ENGINEERING,GEN,GUJCET-Based,Self-Finance,3282.00,5566.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",INFORMATION TECHNOLOGY,SC,GUJCET-Based,Self-Finance,3355.00,9278.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",ELECTRONICS & COMMUNICATION ENGINEERING,EWS,GUJCET-Based,Self-Finance,5599.00,5859.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",ELECTRONICS & COMMUNICATION ENGINEERING,SEBC,GUJCET-Based,Self-Finance,6279.00,10253.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",COMPUTER ENGINEERING,SC,GUJCET-Based,Self-Finance,7354.00,8750.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",MECHANICAL ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,8574.00,9222.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",COMPUTER ENGINEERING,ESM,GUJCET-Based,Self-Finance,9510.00,9510.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",MECHANICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,9916.00,12620.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",ELECTRONICS & COMMUNICATION ENGINEERING,ESM,GUJCET-Based,Self-Finance,11865.00,11865.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",MECHANICAL ENGINEERING,SEBC,GUJCET-Based,Self-Finance,12908.00,18816.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",MECHANICAL ENGINEERING,EWS,GUJCET-Based,Self-Finance,12976.00,13232.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",MECHANICAL ENGINEERING,SC,GUJCET-Based,Self-Finance,16730.00,28300.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",ELECTRONICS & COMMUNICATION ENGINEERING,SC,GUJCET-Based,Self-Finance,17627.00,20690.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",ELECTRONICS & COMMUNICATION ENGINEERING,ST,GUJCET-Based,Self-Finance,21819.00,21819.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",INFORMATION TECHNOLOGY,ST,GUJCET-Based,Self-Finance,23467.00,38553.00,
"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",COMPUTER ENGINEERING,ST,GUJCET-Based,Self-Finance,26011.00,38380.00,
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,1976.00,15276.00,
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",COMPUTER ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,3088.00,8147.00,
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",INFORMATION TECHNOLOGY - TFWS,TFWs,GUJCET-Based,Self-Finance,6130.00,7785.00,
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,7489.00,17512.00,
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",MECHANICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,8737.00,38739.00,
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",CIVIL ENGINEERING,GEN,GUJCET-Based,Self-Finance,8848.00,38947.00,
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",COMPUTER ENGINEERING,EWS,GUJCET-Based,Self-Finance,15293.00,17273.00,
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",COMPUTER ENGINEERING,SEBC,GUJCET-Based,Self-Finance,15568.00,24920.00,
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",INFORMATION TECHNOLOGY,EWS,GUJCET-Based,Self-Finance,17621.00,18537.00,
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",INFORMATION TECHNOLOGY,SEBC,GUJCET-Based,Self-Finance,18483.00,25895.00,
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",ELECTRICAL ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,22092.00,24003.00,
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",COMPUTER ENGINEERING,SC,GUJCET-Based,Self-Finance,24626.00,38227.00,
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",ELECTRICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,24769.00,38312.00,
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",COMPUTER ENGINEERING,ST,GUJCET-Based,Self-Finance,29136.00,29136.00,
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",INFORMATION TECHNOLOGY,ST,GUJCET-Based,Self-Finance,34832.00,34832.00,
"C.U.SHAH COLLEGE OF ENGG.& TECH.,WADHVAN",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,4653.00,38597.00,
"C.U.SHAH COLLEGE OF ENGG.& TECH.,WADHVAN",CIVIL ENGINEERING,GEN,GUJCET-Based,Self-Finance,29424.00,36679.00,
"C.U.SHAH COLLEGE OF ENGG.& TECH.,WADHVAN",ELECTRICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,34499.00,34499.00,
CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING & TECHNOLOGY,MANUFACTURING ENGINEERING,GEN,GUJCET-Based,Self-Finance,24667.00,30309.00,
CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING & TECHNOLOGY,PLASTIC ENGINEERING,GEN,GUJCET-Based,Self-Finance,29575.00,37697.00,
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF TECHNOLOGY (CSPIT), CHANGA",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING - TFW,TFWs,GUJCET-Based,Self-Finance,374.00,1423.00,
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF TECHNOLOGY (CSPIT), CHANGA",COMPUTER SCIENCE & ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,714.00,1062.00,
